Software Used:	Crystal Instruments EDM software Ver.3.1.5.6
8.20312500E-003	8.02084092E-003
8.24218750E-003	-4.75836298E-003
8.28125000E-003	4.63531458E-003
8.32031250E-003	1.00475243E-002
8.35937500E-003	-7.28592668E-003
8.39843750E-003	4.86404008E-004
8.43750000E-003	8.09225729E-003
8.47656250E-003	-4.68694661E-003
8.51562500E-003	6.01780192E-003
8.55468750E-003	5.30267246E-003
8.59375000E-003	-1.73040159E-003
8.63281250E-003	4.42058258E-003
8.67187500E-003	8.21144568E-003
8.71093750E-003	-3.71558610E-004
8.75000000E-003	4.68260370E-003
8.78906250E-003	3.03761233E-003
8.82812500E-003	-8.21578860E-003
8.86718750E-003	2.25058360E-003
8.90625000E-003	5.15935683E-003
8.94531250E-003	-3.16114364E-003
8.98437500E-003	5.80306992E-003
9.02343750E-003	7.42441696E-003
9.06250000E-003	-4.97309498E-003
9.10156250E-003	7.01908020E-003
9.14062500E-003	3.91970221E-003
9.17968750E-003	-7.71539068E-003
9.21875000E-003	7.20968496E-003
9.25781250E-003	2.46531560E-003
9.29687500E-003	-5.92708367E-003
9.33593750E-003	6.39901144E-003
9.37500000E-003	5.54056635E-003
9.41406250E-003	-4.06736076E-003
9.45312500E-003	7.44806129E-003
9.49218750E-003	1.08099433E-002
9.53125000E-003	9.16832939E-006
9.57031250E-003	1.02612909E-002
9.60937500E-003	4.58706010E-003
9.64843750E-003	-1.23048635E-003
9.68750000E-003	6.63738823E-003
9.72656250E-003	6.18427944E-003
9.76562500E-003	-1.01575446E-003
9.80468750E-003	1.02849362E-002
9.84375000E-003	1.34388415E-003
9.88281250E-003	-7.05961362E-004
9.92187500E-003	9.52203375E-003
9.96093750E-003	5.11110235E-003
1.00000000E-002	-2.11257623E-003
1.00390625E-002	7.30474612E-003
1.00781250E-002	6.92305415E-003
1.01171875E-002	6.28754410E-004
1.01562500E-002	1.34557305E-002
1.01953125E-002	3.25089677E-003
1.02343750E-002	7.97210400E-003
1.02734375E-002	1.19772162E-002
1.03125000E-002	1.55813348E-003
1.03515625E-002	5.87352140E-003
1.03906250E-002	8.25776946E-003
1.04296875E-002	-2.44697884E-003
1.04687500E-002	4.10934209E-003
1.05078125E-002	6.46946292E-003
1.05468750E-002	-3.09117483E-003
1.05859375E-002	6.08777095E-003
1.06250000E-002	6.61229565E-003
1.06640625E-002	-4.78393801E-003
1.07031250E-002	9.28269207E-003
1.07421875E-002	7.08904924E-003
1.07812500E-002	-7.16818607E-003
1.08203125E-002	8.40060312E-003
1.08593750E-002	6.25473092E-003
1.08984375E-002	-4.44905267E-004
1.09375000E-002	4.41865234E-003
1.09765625E-002	1.17595896E-003
1.10156250E-002	-4.54556121E-003
1.10546875E-002	6.96986084E-003
1.10937500E-002	1.65271208E-003
1.11328125E-002	6.51433972E-004
1.11718750E-002	6.13554252E-003
1.12109375E-002	-1.44618335E-003
1.12500000E-002	4.44229714E-003
1.12890625E-002	1.06651799E-002
1.13281250E-002	3.46466342E-003
1.13671875E-002	2.22500881E-003
1.14062500E-002	9.97369475E-003
1.14453125E-002	1.00899876E-003
1.14843750E-002	2.82095033E-003
1.15234375E-002	8.37647542E-003
1.15625000E-002	-2.30655870E-004
1.16015625E-002	5.08601023E-003
1.16406250E-002	7.32694312E-003
1.16796875E-002	-4.42685572E-003
1.17187500E-002	2.39148633E-003
1.17578125E-002	7.13633836E-003
1.17968750E-002	-3.02024091E-003
1.18359375E-002	6.80241796E-003
1.18750000E-002	1.06410531E-002
1.19140625E-002	-1.06545638E-003
1.19531250E-002	5.27613255E-003
1.19921875E-002	9.35362599E-003
1.20312500E-002	-5.02327969E-003
1.20703125E-002	3.20215985E-003
1.21093750E-002	4.46545903E-003
1.21484375E-002	-3.73585304E-003
1.21875000E-002	5.34754891E-003
1.22265625E-002	5.89620084E-003
1.22656250E-002	-1.61410855E-003
1.23046875E-002	7.20727228E-003
1.23437500E-002	5.22836051E-003
1.23828125E-002	2.15262732E-003
1.24218750E-002	1.17499384E-003
1.24609375E-002	9.01922362E-003
1.25000000E-002	-2.71093043E-003
1.25390625E-002	3.77397413E-003
1.25781250E-002	5.01362851E-003
1.26171875E-002	-2.66315840E-003
1.26562500E-002	9.68706441E-003
1.26953125E-002	5.37119371E-003
1.27343750E-002	6.51578716E-003
1.27734375E-002	8.32773850E-003
1.28125000E-002	2.81998521E-003
1.28515625E-002	-8.21868418E-003
1.28906250E-002	8.32773850E-003
1.29296875E-002	3.46369853E-003
1.29687500E-002	-2.01992775E-003
1.30078125E-002	7.25456141E-003
1.30468750E-002	3.67794786E-003
1.30859375E-002	-3.71269092E-003
1.31250000E-002	6.34834429E-003
1.31640625E-002	8.80449209E-003
1.32031250E-002	-4.33275945E-003
1.32421875E-002	7.61212614E-003
1.32812500E-002	1.81822449E-003
1.33203125E-002	-3.42654256E-003
1.33593750E-002	4.05963982E-003
1.33984375E-002	3.05787933E-003
1.34375000E-002	-8.03917757E-004
1.34765625E-002	4.41720455E-003
1.35156250E-002	2.99177081E-005
1.35546875E-002	-3.47431436E-003
1.35937500E-002	1.06878593E-002
1.36328125E-002	-1.54317462E-003
1.36718750E-002	-1.23338158E-003
1.37109375E-002	5.56131556E-003
1.37500000E-002	2.77173073E-003
1.37890625E-002	2.20522457E-004
1.38281250E-002	8.70846558E-003
1.38671875E-002	7.76895327E-005
1.39062500E-002	-1.71013471E-003
1.39453125E-002	7.96920842E-003
1.39843750E-002	6.02214494E-004
1.40234375E-002	1.86551384E-003
1.40625000E-002	5.79969235E-003
1.41015625E-002	-8.75816738E-004
1.41406250E-002	-1.87709490E-003
1.41796875E-002	5.94252508E-003
1.42187500E-002	-1.11419330E-003
1.42578125E-002	-7.33707627E-003
1.42968750E-002	1.09021093E-002
1.43359375E-002	-4.46835444E-004
1.43750000E-002	3.15583573E-004
1.44140625E-002	9.18521824E-003
1.44531250E-002	4.34771854E-004
1.44921875E-002	1.67490908E-003
1.45312500E-002	1.27377055E-002
1.45703125E-002	2.77124829E-003
1.46093750E-002	-2.18737039E-003
1.46484375E-002	1.10208144E-002
1.46875000E-002	-1.71061726E-003
1.47265625E-002	-4.70962623E-004
1.47656250E-002	1.23082415E-002
1.48046875E-002	-3.23690291E-003
1.48437500E-002	-2.68825075E-003
1.48828125E-002	7.08663609E-003
1.49218750E-002	-6.56259355E-005
1.49609375E-002	5.05995275E-003
1.50000000E-002	8.97000426E-003
1.50390625E-002	-1.32940786E-003
1.50781250E-002	4.55907239E-003
1.51171875E-002	7.73034965E-003
1.51562500E-002	-2.21149763E-003
1.51953125E-002	4.03454770E-003
1.52343750E-002	8.82717153E-003
1.52734375E-002	-6.12203134E-003
1.53125000E-002	6.56211140E-003
1.53515625E-002	3.93900410E-003
1.53906250E-002	-1.63968334E-003
1.54296875E-002	6.34737940E-003
1.54687500E-002	4.60684443E-003
1.55078125E-002	-1.01961482E-003
1.55468750E-002	6.56162896E-003
1.55859375E-002	2.65157745E-003
1.56250000E-002	4.34434086E-003
1.56640625E-002	1.21644429E-002
1.57031250E-002	5.82237180E-003
1.57421875E-002	1.74536045E-003
1.57812500E-002	6.32325216E-003
1.58203125E-002	2.31765729E-003
1.58593750E-002	-2.09423955E-004
1.58984375E-002	8.34945306E-003
1.59375000E-002	6.01297656E-003
1.59765625E-002	-1.33037286E-003
1.60156250E-002	8.15884830E-003
1.60546875E-002	2.60332298E-003
1.60937500E-002	1.62568961E-003
1.61328125E-002	7.03789917E-003
1.61718750E-002	6.48972969E-003
1.62109375E-002	-2.88030307E-003
1.62500000E-002	6.06026569E-003
1.62890625E-002	4.17689798E-003
1.63281250E-002	3.50905766E-003
1.63671875E-002	1.05189691E-002
1.64062500E-002	6.44147521E-003
1.64453125E-002	-9.96935254E-004
1.64843750E-002	8.77843461E-003
1.65234375E-002	7.94363339E-003
1.65625000E-002	3.05594910E-003
1.66015625E-002	1.06140307E-002
1.66406250E-002	-8.06330493E-004
1.66796875E-002	5.28385337E-004
1.67187500E-002	5.27323696E-003
1.67578125E-002	3.46080318E-003
1.67968750E-002	5.16321725E-005
1.68359375E-002	1.08046355E-002
1.68750000E-002	-9.97417813E-004
1.69140625E-002	-2.23707242E-003
1.69531250E-002	1.01131504E-002
1.69921875E-002	5.96423964E-003
1.70312500E-002	2.79296285E-003
1.70703125E-002	1.58115084E-002
1.71093750E-002	8.01456731E-003
1.71484375E-002	8.37695821E-004
1.71875000E-002	1.22344120E-002
1.72265625E-002	2.81660742E-003
1.72656250E-002	1.48140909E-003
1.73046875E-002	1.07563810E-002
1.73437500E-002	5.89234084E-003
1.73828125E-002	1.91039041E-003
1.74218750E-002	6.98916226E-003
1.74609375E-002	4.86693532E-003
1.75000000E-002	-1.59384178E-003
1.75390625E-002	1.17335316E-002
1.75781250E-002	6.55969872E-003
1.76171875E-002	-1.35594766E-003
1.76562500E-002	1.38079870E-002
1.76953125E-002	7.18024981E-004
1.77343750E-002	4.93835168E-003
1.77734375E-002	1.37597325E-002
1.78125000E-002	1.33761101E-003
1.78515625E-002	-1.78541154E-003
1.78906250E-002	1.07795429E-002
1.79296875E-002	5.22401760E-003
1.79687500E-002	-2.04743278E-003
1.80078125E-002	1.40458813E-002
1.80468750E-002	2.86341410E-003
1.80859375E-002	-1.49926318E-003
1.81250000E-002	8.91933757E-003
1.81640625E-002	2.57726574E-003
1.82031250E-002	1.86213605E-003
1.82421875E-002	1.09460209E-002
1.82812500E-002	3.50712742E-003
1.83203125E-002	3.41158382E-003
1.83593750E-002	1.05884557E-002
1.83984375E-002	-1.64547390E-004
1.84375000E-002	3.53077198E-003
1.84765625E-002	7.17880213E-003
1.85156250E-002	-1.02299261E-003
1.85546875E-002	5.84312148E-003
1.85937500E-002	8.25149678E-003
1.86328125E-002	2.63951389E-004
1.86718750E-002	1.12316864E-002
1.87109375E-002	5.53332832E-003
1.87500000E-002	-3.31507487E-004
1.87890625E-002	6.41541820E-003
1.88281250E-002	4.50792280E-003
1.88671875E-002	1.76610977E-003
1.89062500E-002	6.24845777E-003
1.89453125E-002	-2.26312990E-003
1.89843750E-002	2.55748142E-005
1.90234375E-002	7.75061642E-003
1.90625000E-002	2.31427949E-003
1.91015625E-002	1.86117093E-003
1.91406250E-002	1.03968861E-002
1.91796875E-002	-6.89554889E-004
1.92187500E-002	1.31251877E-003
1.92578125E-002	1.38779560E-002
1.92968750E-002	2.76690538E-003
1.93359375E-002	4.30428942E-004
1.93750000E-002	7.84519467E-003
1.94140625E-002	-1.17740656E-004
1.94531250E-002	-6.42265647E-004
1.94921875E-002	9.15674855E-003
1.95312500E-002	-1.11091199E-002
1.95703125E-002	9.07182066E-004
1.96093750E-002	9.25229262E-003
1.96484375E-002	-4.63241902E-005
1.96875000E-002	5.91405540E-003
1.97265625E-002	1.29712560E-002
1.97656250E-002	1.35980801E-003
1.98046875E-002	2.19460865E-003
1.98437500E-002	1.12143145E-003
1.98828125E-002	-9.04769389E-004
1.99218750E-002	7.72600674E-003
1.99609375E-002	6.74837325E-003
2.00000000E-002	-3.32472575E-004
2.00390625E-002	3.43426327E-003
2.00781250E-002	2.50440158E-003
2.01171875E-002	-2.00159121E-003
2.01562500E-002	6.12830449E-003
2.01953125E-002	6.62870241E-003
2.02343750E-002	-4.43361131E-003
2.02734375E-002	4.38776951E-003
2.03125000E-002	1.04953253E-003
2.03515625E-002	-1.38200501E-003
2.03906250E-002	6.55728605E-003
2.04296875E-002	1.00176061E-003
2.04687500E-002	-2.93145267E-003
2.05078125E-002	1.09682179E-002
2.05468750E-002	-1.83511358E-003
2.05859375E-002	-2.02571822E-003
2.06250000E-002	3.57709623E-003
2.06640625E-002	2.00352122E-003
2.07031250E-002	-3.81402523E-003
2.07421875E-002	8.82234618E-003
2.07812500E-002	2.93290046E-003
2.08203125E-002	-1.50119329E-003
2.08593750E-002	8.94153458E-003
2.08984375E-002	6.91967624E-004
2.09375000E-002	-2.59801518E-003
2.09765625E-002	4.22032711E-003
2.10156250E-002	-5.23559866E-004
2.10546875E-002	-5.00639048E-003
2.10937500E-002	1.06342971E-002
2.11328125E-002	-5.50678840E-003
2.11718750E-002	3.48155262E-003
2.12109375E-002	5.48410896E-003
2.12500000E-002	-3.52787663E-003
2.12890625E-002	2.16999897E-003
2.13281250E-002	1.30663176E-002
2.13671875E-002	-2.19267842E-003
2.14062500E-002	9.03659527E-003
2.14453125E-002	7.43889302E-003
2.14843750E-002	-2.71768602E-003
2.15234375E-002	1.31155365E-003
2.15625000E-002	4.07701147E-003
2.16015625E-002	-4.93497412E-003
2.16406250E-002	-2.21680566E-003
2.16796875E-002	8.51207058E-003
2.17187500E-002	-3.24221094E-003
2.17578125E-002	1.26378185E-003
2.17968750E-002	9.06217007E-004
2.18359375E-002	-6.41300553E-003
2.18750000E-002	2.57533550E-003
2.19140625E-002	5.53139808E-003
2.19531250E-002	-6.03179600E-003
2.19921875E-002	2.90877322E-003
2.20312500E-002	3.02796162E-003
2.20703125E-002	-5.60233200E-003
2.21093750E-002	4.76849659E-003
2.21484375E-002	1.66960111E-004
2.21875000E-002	-7.05671862E-003
2.22265625E-002	6.03227844E-003
2.22656250E-002	1.31155365E-003
2.23046875E-002	-6.98530225E-003
2.23437500E-002	6.93849557E-003
2.23828125E-002	4.10113871E-003
2.24218750E-002	-1.02492273E-003
2.24609375E-002	8.39288218E-003
2.25000000E-002	7.62901546E-004
2.25390625E-002	-2.90829078E-003
2.25781250E-002	3.88640671E-003
2.26171875E-002	1.59721957E-003
2.26562500E-002	-5.22112248E-003
2.26953125E-002	7.96341818E-003
2.27343750E-002	-4.00511266E-003
2.27734375E-002	-2.50295402E-003
2.28125000E-002	9.39416046E-003
2.28515625E-002	4.48234823E-003
2.28906250E-002	-3.09937798E-003
2.29296875E-002	6.41348797E-003
2.29687500E-002	8.57962647E-004
2.30078125E-002	-6.17511117E-003
2.30468750E-002	7.70091415E-003
2.30859375E-002	-1.83559613E-003
2.31250000E-002	1.12046645E-003
2.31640625E-002	4.50599256E-003
2.32031250E-002	-4.95910136E-003
2.32421875E-002	-2.09809993E-003
2.32812500E-002	3.57613111E-003
2.33203125E-002	-2.59849762E-003
2.33593750E-002	-1.38248757E-003
2.33984375E-002	4.45822099E-003
2.34375000E-002	-5.31666608E-003
2.34765625E-002	-1.83559613E-003
2.35156250E-002	4.62518096E-003
2.35546875E-002	-3.57613111E-003
2.35937500E-002	1.83559613E-003
2.36328125E-002	3.74309131E-003
2.36718750E-002	-4.12430060E-003
2.37109375E-002	3.21856615E-003
2.37500000E-002	1.45438661E-003
2.37890625E-002	-4.67295299E-003
2.38281250E-002	2.83687418E-003
2.38671875E-002	1.19188281E-003
2.39062500E-002	-7.93929141E-003
2.39453125E-002	6.65186430E-003
2.39843750E-002	-1.57309233E-003
2.40234375E-002	-3.57613111E-003
2.40625000E-002	2.12174450E-003
2.41015625E-002	4.29174347E-003
2.41406250E-002	-4.45822099E-003
2.41796875E-002	1.93113974E-003
2.42187500E-002	-6.91002507E-004
2.42578125E-002	-3.98146787E-003
2.42968750E-002	-1.18705744E-004
2.43359375E-002	2.09809993E-003
2.43750000E-002	-1.62086413E-003
2.44140625E-002	4.64930820E-003
2.44531250E-002	-2.07397270E-003
2.44921875E-002	-6.91388589E-003
2.45312500E-002	5.34079332E-003
2.45703125E-002	-2.76545782E-003
2.46093750E-002	1.19188281E-003
2.46484375E-002	9.08388486E-003
2.46875000E-002	-4.33903260E-003
2.47265625E-002	-2.07397270E-003
2.47656250E-002	1.01092899E-002
2.48046875E-002	1.76417965E-003
2.48437500E-002	4.76849659E-003
2.48828125E-002	9.82314109E-003
2.49218750E-002	-1.23965473E-003
2.49609375E-002	-3.62390291E-003
2.50000000E-002	1.28983923E-002
2.50390625E-002	-3.14714978E-003
2.50781250E-002	1.21552749E-003
2.51171875E-002	3.67119227E-003
2.51562500E-002	-1.69276317E-003
2.51953125E-002	-1.19188288E-004
2.52343750E-002	3.33775455E-003
2.52734375E-002	-3.86227947E-003
2.53125000E-002	4.52625974E-004
2.53515625E-002	6.62773706E-003
2.53906250E-002	-3.09937798E-003
2.54296875E-002	2.57437038E-003
2.54687500E-002	3.07525075E-003
2.55078125E-002	-4.67343544E-003
2.55468750E-002	5.79341921E-003
2.55859375E-002	4.36267739E-003
2.56250000E-002	-4.64930820E-003
2.56640625E-002	5.81706400E-003
2.57031250E-002	5.74564764E-003
2.57421875E-002	-8.51207058E-003
2.57812500E-002	5.38808245E-003
2.58203125E-002	2.31234926E-003
2.58593750E-002	-4.69708023E-003
2.58984375E-002	3.98098543E-003
2.59375000E-002	-6.67840444E-004
2.59765625E-002	-5.81754645E-003
2.60156250E-002	6.29381713E-003
2.60546875E-002	-2.47979190E-003
2.60937500E-002	-1.64547393E-003
2.61328125E-002	8.46381610E-003
2.61718750E-002	2.69355878E-003
2.62109375E-002	3.81402523E-003
2.62500000E-002	8.03435210E-003
2.62890625E-002	-1.43074193E-003
2.63281250E-002	1.47754873E-003
2.63671875E-002	7.67678738E-003
2.64062500E-002	8.81124709E-004
2.64453125E-002	-2.21777077E-003
2.64843750E-002	7.91516370E-003
2.65234375E-002	-1.45486917E-003
2.65625000E-002	-1.07317709E-003
2.66015625E-002	7.50982694E-003
2.66406250E-002	-1.91087291E-004
2.66796875E-002	-1.76466221E-003
2.67187500E-002	7.53347174E-003
2.67578125E-002	1.16727313E-003
2.67968750E-002	4.68067344E-005
2.68359375E-002	4.98226324E-003
2.68750000E-002	2.16855118E-003
2.69140625E-002	5.10145164E-003
2.69531250E-002	4.40996652E-003
2.69921875E-002	-3.88688915E-003
2.70312500E-002	-1.33568089E-003
2.70703125E-002	1.66815349E-003
2.71093750E-002	-7.10593798E-003
2.71484375E-002	-2.74229570E-003
2.71875000E-002	7.17542410E-003
2.72265625E-002	-4.98371104E-003
2.72656250E-002	6.86563141E-003
2.73046875E-002	3.36091667E-003
2.73437500E-002	-7.23815467E-005
2.73828125E-002	3.80244405E-004
2.74218750E-002	6.48393945E-003
2.74609375E-002	-4.53060271E-003
2.75000000E-002	4.26665088E-003
2.75390625E-002	8.10528602E-003
2.75781250E-002	-2.88561110E-003
2.76171875E-002	2.04936302E-003
2.76562500E-002	3.93273095E-003
2.76953125E-002	-4.72168991E-003
2.77343750E-002	3.14618467E-003
2.77734375E-002	2.26361234E-003
2.78125000E-002	-2.81419474E-003
2.78515625E-002	9.77440417E-003
2.78906250E-002	3.28901763E-003
2.79296875E-002	-2.09906505E-003
2.79687500E-002	7.85581108E-004
2.80078125E-002	2.23996778E-003
2.80468750E-002	-2.45662978E-003
2.80859375E-002	5.84022589E-003
2.81250000E-002	1.83463102E-003
2.81640625E-002	-1.00224317E-003
2.82031250E-002	5.50630596E-003
2.82421875E-002	1.95381941E-003
2.82812500E-002	-1.20153369E-004
2.83203125E-002	1.20867539E-002
2.83593750E-002	-2.50440158E-003
2.83984375E-002	-8.01215510E-003
2.84375000E-002	6.15001905E-003
2.84765625E-002	-2.69548902E-003
2.85156250E-002	-2.21825322E-003
2.85546875E-002	8.48649555E-003
2.85937500E-002	3.32472575E-004
2.86328125E-002	-1.40757993E-003
2.86718750E-002	5.57772232E-003
2.87109375E-002	-8.83054886E-004
2.87500000E-002	-7.40221984E-004
2.87890625E-002	2.43057254E-003
2.88281250E-002	2.12801750E-004
2.88671875E-002	1.19043525E-003
2.89062500E-002	8.86770507E-003
2.89453125E-002	-1.57502257E-003
2.89843750E-002	-2.93386558E-003
2.90234375E-002	7.19906890E-003
2.90625000E-002	-1.16968581E-003
2.91015625E-002	7.43744570E-003
2.91406250E-002	5.50582305E-003
2.91796875E-002	-4.14987563E-003
